Feature	Gain	Cover	Frequency	pos
canarito144	0.000355228473744664	0.000274123117552781	0.00124018189334436	252
cprestamos_personales	0.000353784755832006	0.00156198230670583	0.000688989940746865	253
Master_msaldototal	0.000353254471373255	0.00226424159812384	0.000964585917045611	254
canarito775	0.000349722080218344	0.000482079871014494	0.00110238390519498	255
Master_Finiciomora	0.000348690151414955	0.00191715512120503	0.000826787928896238	256
mv_mpagominimo_delta1	0.000347869481235569	0.00178488201578847	0.000964585917045611	257
mv_mpagominimo_tend3	0.000347770077915315	0.00183488315756443	0.000826787928896238	258
canarito35	0.000346769121730151	0.000378671636979399	0.00110238390519498	259
Visa_Fvencimiento	0.000346384962443273	9.37940630869675e-05	0.000413393964448119	260
canarito585	0.000345034533653697	0.000141782936524948	0.00110238390519498	261
mpasivos_margen_tend6	0.000343416948952201	0.000466287290984197	0.00110238390519498	262
ctarjeta_debito_ratioavg6	0.00034056425225619	0.00406625770616792	0.00110238390519498	263
ctrx_quarter_normalizado_tend3	0.000338374315211112	0.000156867496214103	0.000688989940746865	264
canarito41	0.000338042241155132	0.000188512279040267	0.00110238390519498	265
canarito88	0.000337980019882691	0.000110533154520685	0.00110238390519498	266
mvr_mpagominimo_avg3	0.00033505195155969	0.000495010558297441	0.000826787928896238	267
thomebanking_ratioavg3	0.00033487225213039	0.000522056935329035	0.000964585917045611	268
mv_mfinanciacion_limite_ratioavg3	0.000334602650539601	0.000560461449201672	0.000551191952597492	269
canarito40	0.000334212556478943	0.001904202075385	0.00124018189334436	270
canarito694	0.000333954990057305	0.000576663935745261	0.00124018189334436	271
canarito652	0.000333737799419882	0.000329303987087617	0.00110238390519498	272
canarito500	0.000333424810492231	0.000146649644764582	0.00110238390519498	273
mcaja_ahorro_ratiomax6	0.000331763711477317	0.000623780826236783	0.000688989940746865	274
mv_Finiciomora_lag1	0.000331700250803283	0.000483719497067663	0.000413393964448119	275
cproductos_avg3	0.00033009921721973	0.00052757204114424	0.000826787928896238	276
canarito11	0.000328956695977243	0.000975823445543577	0.00124018189334436	277
tmobile_app_delta1	0.000328743074485167	6.82680665774034e-06	0.000137797988149373	278
Master_Fvencimiento_avg3	0.000328389773261578	0.000815661791531743	0.000826787928896238	279
canarito229	0.000325774876049982	0.000235465206926472	0.000964585917045611	280
canarito732	0.000324545025301432	0.00139703592575702	0.00124018189334436	281
Visa_delinquency_avg3	0.000324353218933622	0.000127585265473643	0.000413393964448119	282
mtarjeta_visa_debitos_automaticos_ratioavg3	0.000323344807016376	0.0011415300167534	0.000964585917045611	283
canarito39	0.00032327281959062	6.25219225456154e-05	0.000826787928896238	284
canarito746	0.000322993769287903	7.9879600172119e-05	0.000826787928896238	285
mcaja_ahorro_dolares_ratiomax3	0.000320901485494904	0.00141504945380479	0.000964585917045611	286
ctarjeta_master_trx_ratioavg6	0.000320769554093622	0.0009625573802043	0.000551191952597492	287
canarito484	0.000320155393339038	0.0019201884294034	0.00124018189334436	288
canarito46	0.000317956388511698	0.000202031741133215	0.000964585917045611	289
cproductos_avg6	0.000317012996871828	0.00022183395214808	0.000826787928896238	290
Visa_msaldopesos	0.000317012883697072	0.000115191183080824	0.000826787928896238	291
canarito451	0.000316475836356573	0.000126787810984147	0.000826787928896238	292
Master_msaldopesos_avg3	0.000314250125047228	0.00019764201501814	0.000688989940746865	293
mrentabilidad	0.000313575611783854	0.000205057596485882	0.000688989940746865	294
canarito549	0.00031330963454561	0.000238729553341418	0.00110238390519498	295
canarito158	0.000311160128491944	0.000336831361240802	0.000964585917045611	296
canarito538	0.000310397220223586	0.000850481486624497	0.000964585917045611	297
canarito592	0.000310272192482407	0.00130193016182751	0.00110238390519498	298
canarito406	0.000308060796399488	0.000198141355679787	0.00110238390519498	299
cmobile_app_trx_avg3	0.00030749315322989	0.000159707030424364	0.000688989940746865	300
mv_status04_avg3	0.000305119033931038	7.91939383680665e-05	0.000275595976298746	301
canarito164	0.000304952462773408	0.000219121116314655	0.000826787928896238	302
canarito791	0.000304426639056251	0.000400180549658698	0.00110238390519498	303
mv_Finiciomora_ratioavg3	0.000304359004718052	0.000316567073792772	0.000137797988149373	304
canarito547	0.000304298533513786	0.000629638762954015	0.00110238390519498	305
canarito138	0.000303912889153283	0.00153260318897131	0.000964585917045611	306
canarito80	0.000303890933250662	0.000283446627518756	0.00110238390519498	307
mpayroll_delta1	0.000301429498247545	0.00203330772138067	0.000964585917045611	308
canarito478	0.000300831242686688	0.000217056678056801	0.000964585917045611	309
mforex_sell_tend3	0.000299872914739415	0.000805190543328549	0.000964585917045611	310
canarito722	0.000297941537845537	0.000107417865019663	0.000826787928896238	311
mv_Finiciomora_ratiomax3	0.000297400203666118	0.000316499998181506	0.000137797988149373	312
canarito685	0.000295128317056415	0.000105815503194975	0.000964585917045611	313
cprestamos_personales_ratioavg6	0.000294596047898898	0.0007310943514167	0.000551191952597492	314
canarito195	0.00029427033371212	0.000456464440356575	0.000964585917045611	315
cextraccion_autoservicio_avg3	0.000293719824096404	0.000129537911046053	0.000688989940746865	316
canarito188	0.000293426922307723	0.000465489836494701	0.00110238390519498	317
canarito523	0.000293381448138778	0.000361313959352895	0.000826787928896238	318
canarito73	0.000293200307801611	0.000139576894198866	0.000826787928896238	319
canarito180	0.000293121877695855	7.80014830566708e-05	0.000826787928896238	320
canarito268	0.000292547921583172	0.000317096225837203	0.000964585917045611	321
mtransferencias_emitidas_ratiomax3	0.000292356341564875	0.000854804137128306	0.000688989940746865	322
mtransferencias_recibidas_lag1	0.000290984760137408	0.00176385753807942	0.000688989940746865	323
mv_msaldopesos_ratiomax3	0.000290862180835457	6.22461672548552e-05	0.000413393964448119	324
ctrx_quarter_normalizado_ratiomax3	0.000288860820537109	0.000205609107067402	0.000826787928896238	325
mv_Finiciomora_delta1	0.000288770352501841	0.000738070214988364	0.000413393964448119	326
ccuenta_debitos_automaticos_ratioavg3	0.000288723492632228	0.00148609743182688	0.000551191952597492	327
ctransferencias_recibidas_avg3	0.000288233495626175	0.000124596674349458	0.000826787928896238	328
mv_Fvencimiento_ratioavg3	0.000286077679389785	0.000138004343756963	0.000826787928896238	329
canarito189	0.00028539192042019	0.000129493193971876	0.000964585917045611	330
canarito586	0.000285008216592695	0.000545600474883403	0.000826787928896238	331
canarito14	0.000283954678311851	0.000695775315662298	0.000826787928896238	332
canarito178	0.000283617039370318	0.000106001824337381	0.000826787928896238	333
canarito325	0.000283149633149663	8.09528099523751e-05	0.000826787928896238	334
canarito669	0.000280266232970517	0.000269129710936312	0.000964585917045611	335
canarito224	0.000279331944997588	0.000113961463540947	0.000826787928896238	336
canarito233	0.000278561274597199	0.000145106905705463	0.000826787928896238	337
