fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220522 212924	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	146	TRUE	0.0331068949228659	0.686674660122858	2299	670	0.0154230549197564	13934000	161
20220522 213010	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	41	TRUE	0.0995153189382982	0.999400435123891	1776	662	0.0150041921827799	13116000	162
20220522 213141	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	132	TRUE	0.0345218685120005	0.791108959015697	2636	68	0.0141542019868995	13770000	163
20220522 213327	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	121	TRUE	0.0275462613245676	0.744746276051261	2107	61	0.0137238805803637	13440000	164
20220522 213434	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	95	TRUE	0.0747135057099225	0.382190431707086	2316	528	0.0146763563589264	13376000	165
20220522 213609	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	107	TRUE	0.0340047423351808	0.200438846678804	958	1023	0.0147738438340938	13267000	166
20220522 213808	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	173	TRUE	0.0359907605448027	0.559493767693022	2589	647	0.0155789387925468	13703000	167
20220522 213846	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	24	TRUE	0.120301381864648	0.721835539256688	2572	777	0.0161829988255303	13583000	168
20220522 213936	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	81	TRUE	0.0814928177579194	0.999772508847166	4462	789	0.0177083219031798	12895000	169
20220522 214002	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	26	TRUE	0.24951427672882	0.287740802785925	8000	704	0.0166799098433979	13135000	170
20220522 214013	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	28	TRUE	0.299723916222152	0.200901166278199	729	114	0.00856301676389747	10102000	171
20220522 214408	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	522	TRUE	0.0104976480335095	0.875672253184799	6255	517	0.0175818636499747	12959000	172
20220522 214653	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	148	TRUE	0.0183372216767979	0.739076790265335	954	534	0.0136581505995688	13620000	173
20220522 214831	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	160	TRUE	0.0381670339791221	0.747836482877025	2575	392	0.0147665597696578	13628000	174
20220522 215226	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	205	TRUE	0.0105519096194506	0.260842458257176	845	405	0.0124380867062665	13510000	175
20220522 215413	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	136	TRUE	0.0353658953406282	0.448931373987114	2207	773	0.0156031101848846	13497000	176
20220522 215659	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1154	TRUE	0.0117443107306773	0.488732685828232	749	16	0.0114197228374122	13359000	177
20220522 215743	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	175	TRUE	0.0429108879519187	0.649515712491865	2626	40	0.0134193099609019	14038000	178
20220522 215759	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	93	TRUE	0.0640837383284685	0.707407112361619	2651	16	0.0131711554078699	13795000	179
20220522 215814	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	31	TRUE	0.299955016640633	0.616155636495838	5622	19	0.0198655953851686	12446000	180
20220522 215927	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	183	TRUE	0.0241446944439899	0.656321079084138	2441	1024	0.0142252160045901	13835000	181
