,fecha,objective,metric,first_metric_only,boost_from_average,feature_pre_filter,verbosity,seed,max_depth,min_gain_to_split,lambda_l1,lambda_l2,max_bin,num_iterations,force_row_wise,learning_rate,feature_fraction,min_data_in_leaf,num_leaves,prob_corte,ganancia,iteracion
20220523,2522,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,30,TRUE,"0,296881802844","0,809493365054553",8000,1024,"0,033362598424974",10881000,300
20220523,2539,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,115,TRUE,"0,085013901720389","0,802963591607264",7999,508,"0,015940435200075",13039000,301
20220523,2627,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,192,TRUE,"0,050021522755019","0,39644809320698",6110,16,"0,013890165630883",13267000,302
20220523,2644,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,73,TRUE,"0,071296169624009","0,68310116659715",5116,17,"0,013553201571747",13815000,303
20220523,2719,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,33,TRUE,"0,156944804231246","0,248547267142114",7389,194,"0,015585419977336",12964000,304
20220523,2812,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,89,TRUE,"0,075916864501745","0,519671202164586",6833,16,"0,022429398568371",12763000,305
20220523,2837,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,106,TRUE,"0,047713253350464","0,999889455194099",3051,23,"0,019680360606668",13162000,306
20220523,2848,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,30,TRUE,"0,299957184879615","0,221330723924767",4969,17,"0,013040146123295",13037000,307
20220523,3502,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,602,TRUE,"0,010025683538705","0,533680277534266",3990,1023,"0,015832935339731",13515000,308
20220523,3922,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,616,TRUE,"0,011013490894966","0,62946660996615",7999,219,"0,03189776263907",11332000,309
20220523,4536,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,664,TRUE,"0,010051939514931","0,612265986988172",2399,785,"0,01153592815305",13465000,310
20220523,4635,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,43,TRUE,"0,051820229636738","0,680441917083156",2437,485,"0,015881624691023",13681000,311
20220523,4642,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,5,TRUE,"0,295441351851445","0,967401710936399",141,16,"0,012502370186585",9603000,312
20220523,5232,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,607,TRUE,"0,010099381856164","0,393592500931213",2554,379,"0,01516541317772",13872000,313
20220523,5557,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,29,TRUE,"0,010341802767001","0,897979939517454",1114,578,"0,008370332858263",12251000,314
20220523,5632,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,15,TRUE,"0,219970631128267","0,886196360725658",945,839,"0,015236372832925",11123000,315
20220523,5725,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,82,TRUE,"0,111746006362955","0,385717208160958",4881,954,"0,013996515378473",13197000,316
20220523,5803,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,62,TRUE,"0,126501806765688","0,651803035276581",6439,68,"0,015000265120989",13040000,317
20220523,5830,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,25,TRUE,"0,29838648167841","0,200681401433872",3964,205,"0,013547914166253",12313000,318
20220523,5855,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,24,TRUE,"0,261640825852286","0,237547133282933",5820,409,"0,015853655104884",13088000,319
20220523,5918,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,19,TRUE,"0,29987541611155","0,203157047886619",6250,809,"0,020301207685962",12391000,320
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,14253000,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,fecha,objective,metric,first_metric_only,boost_from_average,feature_pre_filter,verbosity,seed,max_depth,min_gain_to_split,lambda_l1,lambda_l2,max_bin,num_iterations,force_row_wise,learning_rate,feature_fraction,min_data_in_leaf,num_leaves,prob_corte,ganancia,iteracion
20220522,235358,binary,custom,TRUE,TRUE,FALSE,-100,999983,-1,0,0,0,31,575,TRUE,"0,010014290304155","0,401223021898197",2651,212,"0,014040410284709",14253000,268
